ticket_id,category,status,open_date,close_date,dept,resolution_days
TKT-002752,Employee Relations,Closed,2025-04-10,2025-05-10,Customer Success,30
TKT-002226,Learning & Development,Closed,2025-04-23,2025-05-28,Data,35
TKT-002369,Onboarding,Closed,2025-12-13,2025-12-31,Engineering,18
TKT-000912,HR Technology,Closed,2025-02-15,2025-05-05,Sales,79
TKT-001172,HR Technology,Closed,2025-06-17,2025-08-15,Engineering,59
TKT-002490,Payroll,Closed,2025-04-25,2025-04-29,Data,4
TKT-001777,Learning & Development,Closed,2025-07-28,2025-09-01,Engineering,35
TKT-002502,Payroll,Closed,2025-01-12,2025-01-25,Finance,13
TKT-002535,HR Technology,Closed,2025-07-11,2025-08-11,Customer Success,31
TKT-002656,Payroll,Closed,2025-05-21,2025-06-26,Engineering,36
TKT-002360,HR Technology,Closed,2025-10-14,2025-12-25,Engineering,72
TKT-002675,Policy & Benefits,Closed,2025-06-15,2025-07-10,Finance,25
TKT-001185,Payroll,Closed,2025-04-17,2025-05-04,Engineering,17
TKT-002631,HR Technology,Closed,2025-04-18,2025-05-14,Data,26
TKT-001434,HR Technology,Closed,2025-12-17,2025-12-31,Customer Success,14
TKT-002559,Payroll,Closed,2025-04-05,2025-04-15,Data,10
TKT-000538,HR Technology,Closed,2025-06-03,2025-06-25,Customer Success,22
TKT-002539,Learning & Development,Closed,2025-07-12,2025-09-01,Engineering,51
TKT-002495,HR Technology,Closed,2025-08-15,2025-11-11,Customer Success,88
TKT-002174,HR Technology,Closed,2025-11-21,2025-12-14,Customer Success,23
TKT-001180,Learning & Development,Closed,2025-07-07,2025-08-02,Engineering,26
TKT-002186,HR Technology,Closed,2025-05-08,2025-07-15,Customer Success,68
TKT-002245,Offboarding,Closed,2025-10-20,2025-10-26,Engineering,6
TKT-002711,Payroll,Closed,2025-01-04,2025-02-03,Sales,30
TKT-002603,HR Technology,Closed,2025-10-23,2025-12-20,Customer Success,58
TKT-000769,Onboarding,Closed,2025-12-08,2025-12-15,Engineering,7
TKT-002104,Offboarding,Closed,2025-03-14,2025-03-22,Sales,8
TKT-001949,Payroll,Closed,2025-03-27,2025-04-16,Engineering,20
TKT-001619,HR Technology,Closed,2025-01-28,2025-03-03,Data,34
TKT-001917,Learning & Development,Closed,2025-08-27,2025-10-10,Customer Success,44
TKT-002623,Policy & Benefits,Closed,2025-08-17,2025-08-28,Product,11
TKT-002121,Payroll,Closed,2025-10-06,2025-10-10,Engineering,4
TKT-001910,Employee Relations,Closed,2025-04-27,2025-05-30,HR,33
TKT-001940,HR Technology,Closed,2025-12-22,2025-12-31,Engineering,9
TKT-001084,Compensation,Closed,2025-12-31,2025-12-31,Engineering,0
TKT-002118,Payroll,Closed,2025-09-28,2025-10-27,Customer Success,29
TKT-001484,Policy & Benefits,Closed,2025-03-28,2025-04-08,Engineering,11
TKT-001193,Onboarding,Closed,2024-12-31,2025-01-14,Engineering,14
TKT-002409,HR Technology,Closed,2025-12-31,2025-12-31,Engineering,0
TKT-000370,Policy & Benefits,Closed,2025-06-03,2025-06-21,Engineering,18
TKT-002389,HR Technology,Closed,2025-01-21,2025-03-05,Engineering,43
TKT-002508,HR Technology,Closed,2025-11-09,2025-12-19,Engineering,40
TKT-000410,Learning & Development,Closed,2025-06-17,2025-08-21,Data,65
TKT-002434,Offboarding,Closed,2025-02-23,2025-03-03,Sales,8
TKT-002193,HR Technology,Closed,2025-02-23,2025-05-29,Marketing,95
TKT-000629,Onboarding,Closed,2025-06-03,2025-06-27,HR,24
TKT-002332,Offboarding,Closed,2025-05-29,2025-06-02,HR,4
TKT-002684,Payroll,Closed,2025-10-02,2025-10-16,Engineering,14
TKT-002022,Offboarding,Closed,2025-05-13,2025-05-23,Engineering,10
TKT-000945,Onboarding,Closed,2025-02-12,2025-02-25,Engineering,13
TKT-002686,HR Technology,Closed,2025-08-03,2025-11-08,Engineering,97
TKT-001684,Payroll,Closed,2025-11-22,2025-12-06,Product,14
TKT-002759,HR Technology,Closed,2025-07-06,2025-08-02,Sales,27
TKT-001764,Policy & Benefits,Closed,2025-02-01,2025-02-10,Engineering,9
TKT-000679,HR Technology,Closed,2025-12-29,2025-12-31,Customer Success,2
TKT-001890,Onboarding,Closed,2025-05-10,2025-06-05,HR,26
TKT-002371,Learning & Development,Closed,2025-12-23,2025-12-31,Product,8
TKT-002122,HR Technology,Closed,2025-09-03,2025-09-18,Engineering,15
TKT-002331,HR Technology,Closed,2025-03-26,2025-04-14,Engineering,19
TKT-001695,Learning & Development,Closed,2025-01-11,2025-02-04,Product,24
TKT-001609,Compensation,Closed,2025-08-05,2025-08-23,Engineering,18
TKT-002385,HR Technology,Closed,2025-06-18,2025-07-01,Engineering,13
TKT-002221,Employee Relations,Closed,2025-01-10,2025-03-06,Product,55
TKT-002078,Payroll,Closed,2025-12-29,2025-12-31,Sales,2
TKT-001345,Payroll,Closed,2025-10-13,2025-10-31,Engineering,18
TKT-002476,Policy & Benefits,Closed,2025-02-12,2025-02-27,Sales,15
TKT-001344,HR Technology,Closed,2025-04-05,2025-04-26,Sales,21
TKT-001242,Onboarding,Closed,2025-11-12,2025-11-25,Engineering,13
TKT-000988,Payroll,Closed,2025-09-27,2025-10-01,Engineering,4
TKT-002015,Offboarding,Closed,2025-01-23,2025-02-06,Marketing,14
TKT-001693,Payroll,Closed,2025-04-07,2025-04-15,Data,8
TKT-001707,Learning & Development,Closed,2025-05-01,2025-06-20,Product,50
TKT-001107,Onboarding,Closed,2025-06-06,2025-06-21,Sales,15
TKT-002134,Employee Relations,Closed,2025-03-15,2025-04-27,Data,43
TKT-000781,HR Technology,Closed,2025-04-20,2025-07-05,Sales,76
TKT-002025,HR Technology,Closed,2025-09-07,2025-11-12,Product,66
TKT-002305,Compensation,Closed,2025-05-01,2025-05-13,Engineering,12
TKT-002471,Payroll,Closed,2025-08-01,2025-09-15,Finance,45
TKT-002137,HR Technology,Closed,2025-06-03,2025-07-23,Engineering,50
TKT-002270,Payroll,Closed,2025-11-25,2025-12-26,Engineering,31
TKT-001899,Onboarding,Closed,2025-10-06,2025-11-07,Engineering,32
TKT-000940,Employee Relations,Closed,2025-02-11,2025-03-25,Sales,42
TKT-001175,Offboarding,Closed,2025-11-26,2025-12-02,Engineering,6
TKT-001849,Policy & Benefits,Closed,2025-02-20,2025-02-22,Engineering,2
TKT-001355,Policy & Benefits,Closed,2025-04-30,2025-05-16,Customer Success,16
TKT-001303,HR Technology,Closed,2025-09-17,2025-10-17,Engineering,30
TKT-000693,HR Technology,Closed,2025-07-18,2025-09-01,HR,45
TKT-001276,Offboarding,Closed,2025-07-23,2025-08-04,Engineering,12
TKT-000551,HR Technology,Closed,2025-02-10,2025-04-24,Engineering,73
TKT-001539,HR Technology,Closed,2025-06-20,2025-07-12,Engineering,22
TKT-001059,Onboarding,Closed,2025-10-19,2025-11-22,Customer Success,34
TKT-002334,Payroll,Closed,2025-02-25,2025-03-18,Data,21
TKT-001919,Learning & Development,Closed,2025-03-24,2025-05-19,Engineering,56
TKT-000613,Onboarding,Closed,2025-10-12,2025-10-31,Engineering,19
TKT-000413,HR Technology,Closed,2025-04-02,2025-06-01,Sales,60
TKT-000401,HR Technology,Closed,2025-03-07,2025-04-20,Marketing,44
TKT-001631,Compensation,Closed,2025-09-28,2025-10-26,Engineering,28
TKT-000445,Learning & Development,Closed,2025-07-01,2025-07-10,Executive,9
TKT-001443,Learning & Development,Closed,2025-01-17,2025-04-10,Engineering,83
TKT-000299,Learning & Development,Closed,2025-10-24,2025-11-13,Customer Success,20
TKT-001421,Onboarding,Closed,2025-06-21,2025-07-03,Data,12
TKT-001295,Onboarding,Closed,2025-11-19,2025-11-28,Product,9
TKT-000776,Employee Relations,Closed,2025-10-24,2025-12-03,Sales,40
TKT-001667,Payroll,Closed,2025-09-12,2025-10-18,Sales,36
TKT-001615,HR Technology,Closed,2025-06-15,2025-07-08,Product,23
TKT-000960,Payroll,Closed,2025-01-14,2025-01-30,Customer Success,16
TKT-001156,HR Technology,Closed,2025-06-30,2025-07-27,Customer Success,27
TKT-001154,Offboarding,Closed,2025-02-04,2025-02-24,HR,20
TKT-001393,Offboarding,Closed,2025-12-21,2025-12-31,Engineering,10
TKT-002510,HR Technology,Closed,2025-10-23,2025-11-29,Data,37
TKT-001960,HR Technology,Closed,2025-02-01,2025-03-25,Sales,52
TKT-002306,HR Technology,Closed,2025-02-14,2025-03-17,Marketing,31
TKT-002361,HR Technology,Closed,2025-08-14,2025-09-30,Engineering,47
TKT-000597,Learning & Development,Closed,2025-03-19,2025-04-06,Engineering,18
TKT-002084,HR Technology,Closed,2025-09-30,2025-10-19,Sales,19
TKT-002299,Learning & Development,Closed,2025-07-31,2025-08-25,Sales,25
TKT-001516,HR Technology,Closed,2025-07-25,2025-09-28,Product,65
TKT-001261,HR Technology,Closed,2025-06-17,2025-07-10,HR,23
TKT-000126,Employee Relations,Closed,2025-02-17,2025-03-19,Product,30
TKT-000947,Onboarding,Closed,2025-10-26,2025-11-09,Customer Success,14
TKT-001510,HR Technology,Closed,2025-02-24,2025-04-12,Customer Success,47
TKT-001285,Learning & Development,Closed,2025-10-25,2025-12-22,Sales,58
TKT-002469,Learning & Development,Closed,2025-08-12,2025-10-16,Engineering,65
TKT-002110,HR Technology,Closed,2025-08-20,2025-11-04,Customer Success,76
TKT-001662,Onboarding,Closed,2025-12-14,2025-12-31,Customer Success,17
TKT-001755,Offboarding,Closed,2025-08-11,2025-08-24,Engineering,13
TKT-001254,Onboarding,Closed,2025-12-30,2025-12-31,Sales,1
TKT-001851,Payroll,Closed,2025-01-14,2025-02-10,Customer Success,27
TKT-001453,Onboarding,Closed,2025-06-09,2025-06-15,Engineering,6
TKT-001737,Policy & Benefits,Closed,2025-12-17,2025-12-31,Customer Success,14
TKT-001958,Policy & Benefits,Closed,2025-11-17,2025-11-30,Sales,13
TKT-001738,Payroll,Closed,2025-11-30,2025-12-27,Customer Success,27
TKT-002271,Compensation,Closed,2025-03-29,2025-04-03,Engineering,5
TKT-002451,Policy & Benefits,Closed,2025-04-08,2025-04-17,Marketing,9
TKT-001845,Employee Relations,Closed,2025-11-02,2025-12-03,Engineering,31
TKT-001378,HR Technology,Closed,2025-02-24,2025-03-20,Engineering,24
TKT-001186,HR Technology,Closed,2025-04-16,2025-06-12,Engineering,57
TKT-001561,Employee Relations,Closed,2025-05-01,2025-06-15,Engineering,45
TKT-002338,HR Technology,Closed,2025-08-30,2025-09-24,Data,25
TKT-002013,Offboarding,Closed,2025-06-09,2025-07-01,Finance,22
TKT-001852,Payroll,Closed,2025-03-29,2025-04-14,Customer Success,16
TKT-001596,Offboarding,Closed,2025-10-27,2025-10-31,Product,4
TKT-001311,Payroll,Closed,2025-11-23,2025-12-19,Engineering,26
TKT-000923,Employee Relations,Closed,2025-12-17,2025-12-31,Product,14
TKT-001633,Policy & Benefits,Closed,2025-10-22,2025-11-03,Engineering,12
TKT-001211,Payroll,Closed,2025-10-22,2025-10-29,Engineering,7
TKT-000907,Onboarding,Closed,2025-12-21,2025-12-31,Data,10
TKT-002023,Payroll,Closed,2025-06-19,2025-07-14,Engineering,25
TKT-000674,HR Technology,Closed,2025-09-12,2025-10-20,Finance,38
TKT-001194,Learning & Development,Closed,2025-04-08,2025-05-04,Customer Success,26
TKT-002439,Onboarding,Closed,2025-07-28,2025-09-06,Engineering,40
TKT-000649,HR Technology,Closed,2025-03-21,2025-04-16,Engineering,26
TKT-000524,Payroll,Closed,2025-12-04,2025-12-31,Marketing,27
TKT-001766,HR Technology,Closed,2025-04-09,2025-05-21,Engineering,42
TKT-001227,HR Technology,Closed,2025-10-23,2025-12-31,Engineering,69
TKT-002404,Policy & Benefits,Closed,2025-10-16,2025-10-19,Sales,3
TKT-001213,Learning & Development,Closed,2025-08-11,2025-09-13,Data,33
TKT-001363,HR Technology,Closed,2025-07-05,2025-09-29,Engineering,86
TKT-001769,Onboarding,Closed,2025-08-15,2025-09-01,Engineering,17
TKT-000634,Learning & Development,Closed,2025-03-31,2025-04-26,Product,26
TKT-001523,Onboarding,Closed,2025-10-30,2025-11-10,Engineering,11
TKT-001881,Offboarding,Closed,2025-05-08,2025-05-31,Customer Success,23
TKT-001846,Policy & Benefits,Closed,2025-01-01,2025-01-08,Engineering,7
TKT-002166,HR Technology,Closed,2025-11-07,2025-11-22,Engineering,15
TKT-001531,HR Technology,Closed,2025-12-11,2025-12-31,Engineering,20
TKT-002074,Employee Relations,Closed,2025-10-02,2025-11-05,Engineering,34
TKT-001039,Employee Relations,Closed,2025-01-08,2025-02-20,Customer Success,43
TKT-002165,Offboarding,Closed,2025-11-18,2025-12-10,Engineering,22
TKT-001133,HR Technology,Closed,2025-06-22,2025-10-09,Customer Success,109
TKT-002342,Onboarding,Closed,2025-08-14,2025-09-09,Customer Success,26
TKT-001572,HR Technology,Closed,2025-09-10,2025-10-26,Data,46
TKT-002352,HR Technology,Closed,2025-12-07,2025-12-31,Data,24
TKT-001518,Policy & Benefits,Closed,2025-06-18,2025-06-25,Engineering,7
TKT-001366,HR Technology,Closed,2025-11-04,2025-12-24,Marketing,50
TKT-000082,Onboarding,Closed,2025-09-26,2025-10-13,Customer Success,17
TKT-002241,Employee Relations,Closed,2025-12-16,2025-12-31,Engineering,15
TKT-001675,HR Technology,Closed,2025-05-20,2025-06-26,Customer Success,37
TKT-000827,HR Technology,Closed,2025-08-07,2025-10-10,Marketing,64
TKT-001724,Offboarding,Closed,2025-01-04,2025-01-15,Sales,11
TKT-001744,Policy & Benefits,Closed,2025-11-29,2025-12-06,Sales,7
TKT-002313,Onboarding,Closed,2025-07-29,2025-08-27,Sales,29
TKT-001944,Offboarding,Closed,2025-06-15,2025-06-24,Data,9
TKT-001324,Learning & Development,Closed,2025-12-27,2025-12-31,Engineering,4
TKT-000554,Payroll,Closed,2025-11-15,2025-12-31,Sales,46
TKT-002197,Payroll,Closed,2025-12-22,2025-12-31,Engineering,9
TKT-000921,Employee Relations,Closed,2025-11-29,2025-12-21,Customer Success,22
TKT-001564,Employee Relations,Closed,2025-10-05,2025-11-13,Data,39
TKT-002281,HR Technology,Closed,2025-06-20,2025-10-04,Product,106
TKT-002727,HR Technology,Closed,2025-07-28,2025-10-03,Product,67
TKT-000560,Policy & Benefits,Closed,2025-03-23,2025-04-01,Finance,9
TKT-002141,HR Technology,Closed,2025-06-04,2025-08-10,Data,67
TKT-000244,Payroll,Closed,2025-02-03,2025-02-24,Engineering,21
TKT-001031,Payroll,Closed,2025-09-06,2025-10-19,Customer Success,43
TKT-000510,HR Technology,Closed,2025-05-03,2025-06-18,Engineering,46
TKT-000254,Policy & Benefits,Closed,2025-03-29,2025-04-01,Engineering,3
TKT-000858,Onboarding,Closed,2025-09-29,2025-10-16,Product,17
TKT-001351,Policy & Benefits,Closed,2025-05-30,2025-06-13,Engineering,14
TKT-001209,Learning & Development,Closed,2025-09-03,2025-09-21,Product,18
TKT-000010,HR Technology,Closed,2025-05-05,2025-05-25,Sales,20
TKT-002035,Policy & Benefits,Closed,2025-07-07,2025-07-16,Engineering,9
TKT-001754,Payroll,Closed,2025-05-04,2025-05-13,Engineering,9
TKT-001431,Employee Relations,Closed,2025-02-25,2025-03-29,Engineering,32
TKT-001906,Employee Relations,Closed,2025-10-17,2025-11-07,Engineering,21
TKT-000976,Offboarding,Closed,2025-03-14,2025-04-01,Engineering,18
TKT-001325,Learning & Development,Closed,2025-08-17,2025-10-01,HR,45
TKT-001905,Onboarding,Closed,2025-05-02,2025-05-26,Engineering,24
TKT-001266,Payroll,Closed,2025-08-10,2025-08-28,Customer Success,18
TKT-001403,HR Technology,Closed,2025-09-06,2025-11-04,Customer Success,59
TKT-002171,HR Technology,Closed,2025-09-15,2025-10-19,Engineering,34
TKT-001976,Payroll,Closed,2025-06-20,2025-07-28,Sales,38
TKT-000403,Policy & Benefits,Closed,2025-07-30,2025-08-06,Engineering,7
TKT-002497,Learning & Development,Closed,2025-10-18,2025-11-06,Engineering,19
TKT-002233,HR Technology,Closed,2025-06-07,2025-07-16,Sales,39
TKT-002224,Learning & Development,Closed,2025-12-10,2025-12-31,Product,21
TKT-001527,HR Technology,Closed,2025-07-21,2025-09-05,Product,46
TKT-000915,HR Technology,Closed,2025-01-26,2025-03-06,Sales,39
TKT-001847,Payroll,Closed,2025-05-28,2025-06-24,Product,27
TKT-000344,HR Technology,Closed,2025-01-10,2025-02-20,Finance,41
TKT-001152,Payroll,Closed,2025-04-13,2025-05-01,Engineering,18
TKT-001379,Offboarding,Closed,2025-01-09,2025-01-21,Engineering,12
TKT-001444,Offboarding,Closed,2025-02-23,2025-03-07,Sales,12
TKT-001920,HR Technology,Closed,2025-04-08,2025-05-08,Product,30
TKT-001346,HR Technology,Closed,2025-06-28,2025-09-11,Data,75
TKT-001100,Learning & Development,Closed,2025-08-10,2025-08-27,Engineering,17
TKT-000986,Policy & Benefits,Closed,2025-06-26,2025-07-16,Engineering,20
TKT-000904,HR Technology,Closed,2025-12-03,2025-12-31,Engineering,28
TKT-001499,HR Technology,Closed,2025-02-11,2025-04-10,Engineering,58
TKT-001929,Compensation,Closed,2025-12-28,2025-12-31,Engineering,3
TKT-002283,Onboarding,Closed,2025-12-26,2025-12-31,Engineering,5
TKT-000726,Policy & Benefits,Closed,2025-08-20,2025-08-24,Engineering,4
TKT-001828,HR Technology,Closed,2025-07-07,2025-07-09,Finance,2
TKT-001064,Onboarding,Closed,2025-11-16,2025-11-28,Customer Success,12
TKT-001921,Policy & Benefits,Closed,2025-05-01,2025-05-17,Engineering,16
TKT-001472,Offboarding,Closed,2025-07-22,2025-08-03,Product,12
TKT-001945,HR Technology,Closed,2025-06-22,2025-07-28,Engineering,36
TKT-002016,Policy & Benefits,Closed,2025-06-04,2025-06-08,Engineering,4
TKT-001779,HR Technology,Closed,2025-08-19,2025-10-06,Sales,48
TKT-000486,Learning & Development,Closed,2025-04-10,2025-05-15,Customer Success,35
TKT-002501,Policy & Benefits,Closed,2025-02-13,2025-02-17,Engineering,4
TKT-001201,Payroll,Closed,2025-09-04,2025-09-12,Customer Success,8
TKT-001714,Payroll,Closed,2025-10-08,2025-10-25,Customer Success,17
TKT-000032,Payroll,Closed,2025-10-18,2025-11-16,Finance,29
TKT-001652,HR Technology,Closed,2025-08-26,2025-09-16,Sales,21
TKT-000899,Policy & Benefits,Closed,2025-01-28,2025-02-06,Sales,9
TKT-002467,HR Technology,Closed,2025-11-10,2025-12-11,Engineering,31
TKT-001063,Policy & Benefits,Closed,2025-02-09,2025-02-18,Marketing,9
TKT-002463,Employee Relations,Closed,2025-10-22,2025-12-31,Customer Success,70
TKT-000790,HR Technology,Closed,2025-11-05,2025-12-31,Sales,56
TKT-002044,Learning & Development,Closed,2025-09-19,2025-10-12,Data,23
TKT-002556,HR Technology,Closed,2025-08-24,2025-10-14,HR,51
TKT-001011,Onboarding,Closed,2025-11-29,2025-12-05,Engineering,6
TKT-000716,Payroll,Closed,2025-07-03,2025-07-05,Engineering,2
TKT-002201,HR Technology,Closed,2025-09-01,2025-10-22,Engineering,51
TKT-000460,Employee Relations,Closed,2025-10-19,2025-11-06,Product,18
TKT-001471,Learning & Development,Closed,2025-03-01,2025-04-09,Engineering,39
TKT-001915,Payroll,Closed,2025-07-16,2025-09-02,Sales,48
TKT-000744,HR Technology,Closed,2025-12-14,2025-12-31,Engineering,17
TKT-002517,Payroll,Closed,2025-01-09,2025-01-26,Engineering,17
TKT-001853,Onboarding,Closed,2025-08-01,2025-08-24,Engineering,23
TKT-002205,Onboarding,Closed,2025-05-03,2025-05-15,Customer Success,12
TKT-000587,Payroll,Closed,2025-11-13,2025-12-13,Marketing,30
TKT-000304,Offboarding,Closed,2025-12-15,2025-12-23,Engineering,8
TKT-002012,Compensation,Closed,2025-10-15,2025-11-24,Engineering,40
TKT-001433,HR Technology,Closed,2025-05-28,2025-06-14,Marketing,17
TKT-001087,Learning & Development,Closed,2025-08-09,2025-08-19,Customer Success,10
TKT-000733,Policy & Benefits,Closed,2025-06-18,2025-07-01,Engineering,13
TKT-001416,Policy & Benefits,Closed,2025-03-09,2025-03-25,Engineering,16
TKT-002442,Policy & Benefits,Closed,2025-02-03,2025-02-06,Marketing,3
TKT-001719,Policy & Benefits,Closed,2025-05-27,2025-06-14,Customer Success,18
TKT-001095,Payroll,Closed,2025-05-18,2025-06-22,Engineering,35
TKT-001337,Payroll,Closed,2025-04-22,2025-04-28,HR,6
TKT-001682,Employee Relations,Closed,2025-12-23,2025-12-31,Customer Success,8
TKT-002322,Onboarding,Closed,2025-09-18,2025-09-24,Engineering,6
TKT-000238,Onboarding,Closed,2025-01-14,2025-02-01,Data,18
TKT-002483,Onboarding,Closed,2025-03-09,2025-04-01,Product,23
TKT-001360,Onboarding,Closed,2025-10-18,2025-11-16,Engineering,29
TKT-002594,Payroll,Closed,2025-11-02,2025-12-09,Customer Success,37
TKT-002290,HR Technology,Closed,2025-03-08,2025-04-19,Customer Success,42
TKT-000352,HR Technology,Closed,2025-12-06,2025-12-18,Data,12
TKT-002175,Learning & Development,Closed,2025-09-26,2025-10-12,Engineering,16
TKT-001007,HR Technology,Closed,2025-06-14,2025-08-10,Product,57
TKT-001857,Payroll,Closed,2025-05-11,2025-05-15,Engineering,4
TKT-002349,Learning & Development,Closed,2025-12-21,2025-12-31,Customer Success,10
TKT-001832,Policy & Benefits,Closed,2025-01-08,2025-01-15,Engineering,7
TKT-001610,HR Technology,Closed,2025-06-17,2025-07-27,Customer Success,40
TKT-002736,Compensation,Closed,2025-03-17,2025-04-03,Customer Success,17
TKT-001991,Payroll,Closed,2025-07-19,2025-08-12,Engineering,24
TKT-001207,Onboarding,Closed,2025-02-09,2025-02-24,Engineering,15
TKT-002291,HR Technology,Closed,2025-11-10,2025-12-31,Customer Success,51
TKT-001628,Employee Relations,Closed,2025-05-23,2025-06-11,Sales,19
TKT-001888,Learning & Development,Closed,2025-10-10,2025-10-25,Data,15
TKT-001164,Employee Relations,Closed,2025-06-23,2025-07-17,Product,24
TKT-000466,Payroll,Closed,2025-02-02,2025-03-13,Engineering,39
TKT-001589,HR Technology,Closed,2025-10-21,2025-11-12,Product,22
TKT-001577,Compensation,Closed,2025-03-05,2025-03-18,Engineering,13
TKT-000676,Policy & Benefits,Closed,2025-09-25,2025-10-15,Engineering,20
TKT-001959,Payroll,Closed,2025-01-15,2025-02-01,Engineering,17
TKT-001322,Offboarding,Closed,2025-12-07,2025-12-14,Engineering,7
TKT-001181,Offboarding,Closed,2025-06-02,2025-06-13,Customer Success,11
TKT-000702,Payroll,Closed,2025-03-01,2025-03-20,Customer Success,19
TKT-000008,Offboarding,Closed,2025-04-21,2025-05-03,Engineering,12
TKT-002069,Compensation,Closed,2025-03-06,2025-03-13,Sales,7
TKT-002358,HR Technology,Closed,2025-02-26,2025-03-17,Engineering,19
TKT-001392,Policy & Benefits,Closed,2025-10-02,2025-10-17,Sales,15
TKT-001381,Policy & Benefits,Closed,2025-10-05,2025-10-11,Engineering,6
TKT-002170,Compensation,Closed,2025-09-27,2025-10-17,Data,20
TKT-000930,HR Technology,Closed,2025-08-25,2025-10-18,Engineering,54
TKT-001712,Offboarding,Closed,2025-10-19,2025-10-27,Engineering,8
TKT-001658,Offboarding,Closed,2025-11-08,2025-12-02,Product,24
TKT-000863,Learning & Development,Closed,2025-04-03,2025-04-30,Engineering,27
TKT-001530,Employee Relations,Closed,2025-05-09,2025-06-07,Product,29
TKT-001483,Offboarding,Closed,2025-02-02,2025-02-14,Engineering,12
TKT-001956,Payroll,Closed,2025-04-24,2025-04-28,Engineering,4
TKT-002149,HR Technology,Closed,2025-11-03,2025-12-15,Engineering,42
TKT-002071,Payroll,Closed,2025-04-22,2025-04-27,Engineering,5
TKT-000262,HR Technology,Closed,2025-10-27,2025-12-29,Customer Success,63
TKT-002068,Employee Relations,Closed,2025-01-17,2025-04-03,Customer Success,76
TKT-001362,Onboarding,Closed,2025-11-30,2025-12-06,Engineering,6
TKT-002479,Policy & Benefits,Closed,2025-06-16,2025-06-23,Engineering,7
TKT-002089,HR Technology,Closed,2025-11-11,2025-12-31,HR,50
TKT-001438,Payroll,Closed,2025-06-11,2025-06-26,Marketing,15
TKT-000124,Offboarding,Closed,2025-11-22,2025-12-07,Engineering,15
TKT-001620,Payroll,Closed,2025-03-07,2025-03-11,Finance,4
TKT-002244,Payroll,Closed,2025-06-01,2025-06-04,Engineering,3
TKT-000984,Compensation,Closed,2025-08-08,2025-08-18,Engineering,10
TKT-002407,HR Technology,Closed,2025-01-24,2025-04-20,Customer Success,86
TKT-001279,HR Technology,Closed,2025-05-01,2025-06-02,Data,32
TKT-000758,Policy & Benefits,Closed,2025-01-13,2025-01-24,Sales,11
TKT-001692,Policy & Benefits,Closed,2025-10-30,2025-11-01,Customer Success,2
TKT-001587,Payroll,Closed,2025-02-08,2025-03-22,Engineering,42
TKT-001676,Policy & Benefits,Closed,2025-09-11,2025-09-14,Sales,3
TKT-001118,Payroll,Closed,2025-11-12,2025-12-21,Engineering,39
TKT-001551,HR Technology,Closed,2025-05-10,2025-07-08,Engineering,59
TKT-000052,Compensation,Closed,2025-02-20,2025-03-03,Engineering,11
TKT-001375,Onboarding,Closed,2025-10-07,2025-10-17,Engineering,10
TKT-001506,Payroll,Closed,2025-09-15,2025-09-27,Customer Success,12
TKT-002274,Onboarding,Closed,2025-06-08,2025-06-21,Customer Success,13
TKT-001759,HR Technology,Closed,2025-11-19,2025-12-31,Customer Success,42
TKT-001854,Policy & Benefits,Closed,2025-08-26,2025-08-29,Product,3
TKT-002399,Offboarding,Closed,2025-11-28,2025-12-09,Sales,11
TKT-002544,Learning & Development,Closed,2025-04-17,2025-05-02,Engineering,15
TKT-002210,Payroll,Closed,2025-08-20,2025-08-23,Sales,3
TKT-001235,Policy & Benefits,Closed,2025-08-23,2025-09-05,Product,13
TKT-001784,Payroll,Closed,2025-05-28,2025-06-16,Sales,19
TKT-001331,Offboarding,Closed,2025-05-28,2025-06-09,Engineering,12
TKT-000425,Policy & Benefits,Closed,2025-10-29,2025-11-06,Engineering,8
TKT-000045,Policy & Benefits,Closed,2025-07-12,2025-07-28,Marketing,16
TKT-001703,Employee Relations,Closed,2025-11-24,2025-12-31,Engineering,37
TKT-000270,HR Technology,Closed,2025-02-01,2025-03-16,Product,43
TKT-001465,Payroll,Closed,2025-01-15,2025-01-23,Sales,8
TKT-001554,Payroll,Closed,2025-11-11,2025-12-25,Sales,44
TKT-002109,Onboarding,Closed,2025-01-17,2025-02-03,Sales,17
TKT-001768,Payroll,Closed,2025-05-31,2025-06-17,Product,17
TKT-000711,HR Technology,Closed,2025-01-26,2025-03-17,Engineering,50
TKT-002050,HR Technology,Closed,2025-02-20,2025-06-17,Engineering,117
TKT-001977,Policy & Benefits,Closed,2025-07-26,2025-08-14,Engineering,19
TKT-000829,HR Technology,Closed,2025-08-20,2025-10-22,Data,63
TKT-002018,Offboarding,Closed,2025-11-25,2025-12-17,Sales,22
TKT-001509,Policy & Benefits,Closed,2025-03-27,2025-04-01,Product,5
TKT-000788,HR Technology,Closed,2025-04-27,2025-05-26,Product,29
TKT-001263,Policy & Benefits,Closed,2025-05-06,2025-05-09,Sales,3
TKT-001941,Payroll,Closed,2025-06-23,2025-07-08,Engineering,15
TKT-000462,HR Technology,Closed,2025-06-21,2025-07-18,Engineering,27
TKT-001079,HR Technology,Closed,2025-05-08,2025-05-18,Engineering,10
TKT-001204,Compensation,Closed,2025-02-28,2025-03-24,Customer Success,24
TKT-002183,Learning & Development,Closed,2025-06-25,2025-07-29,Engineering,34
TKT-001248,Policy & Benefits,Closed,2025-03-07,2025-03-23,Sales,16
TKT-001999,HR Technology,Closed,2025-12-14,2025-12-31,Engineering,17
