ticket_id,employee_id,position_id,category,status,open_date,close_date,assigned_to,resolution_notes
TKT-001314,EMP-00362,,Policy & Benefits,Closed,2025-09-24,2025-10-07,EMP-00397,Member sit meet ok general Democrat store allow.
TKT-001315,EMP-00355,,HR Technology,Closed,2025-10-09,2025-12-31,EMP-00398,High young bad back very different.
TKT-001316,EMP-00176,,HR Technology,In Progress,2025-12-18,,EMP-00395,
TKT-001317,EMP-00015,,Policy & Benefits,Closed,2025-04-03,2025-04-05,EMP-00395,Young piece safe much building these sometimes parent process.
TKT-001318,EMP-00331,ENG-STAFF,Learning & Development,In Progress,2025-06-29,,EMP-00394,
TKT-001319,EMP-00124,,Payroll,Closed,2025-08-13,2025-10-01,EMP-00395,Kid especially structure fall during during should gun lay security.
TKT-001320,EMP-00189,DEL-ROLE-041,Learning & Development,Closed,2025-10-29,2025-12-05,EMP-00393,Realize knowledge whatever improve bag.
TKT-001321,EMP-00201,DATA-IC2,Learning & Development,Closed,2025-11-13,2025-12-18,EMP-00395,Measure trip president painting large industry notice step by Mrs.
TKT-001322,EMP-00021,CS-IC1,Offboarding,Closed,2025-12-07,2025-12-14,EMP-00044,Purpose program painting somebody game brother impact measure.
TKT-001323,EMP-00177,CS-IC1,Offboarding,Closed,2025-04-03,2025-04-15,EMP-00391,Office plan significant tonight then administration.
TKT-001324,EMP-00124,DEL-ROLE-017,Learning & Development,Closed,2025-12-27,2025-12-31,EMP-00397,Industry she represent like big thank.
TKT-001325,EMP-00392,DATA-MGR,Learning & Development,Closed,2025-08-17,2025-10-01,EMP-00044,Agency cold authority method more hold institution camera recent.
TKT-001326,EMP-00366,,Policy & Benefits,Closed,2025-02-23,2025-03-04,EMP-00393,Republican budget today together option pattern yes.
TKT-001327,EMP-00271,SALES-SR,Compensation,Closed,2025-04-18,2025-06-04,EMP-00394,Available TV wear treat piece.
TKT-001328,EMP-00277,,HR Technology,Closed,2025-07-28,2025-08-30,EMP-00399,Eye local care contain she trouble view base time.
TKT-001329,EMP-00249,,HR Technology,Closed,2025-11-15,2025-12-14,EMP-00392,Or purpose law fly computer reveal evidence significant discussion manage.
TKT-001330,EMP-00189,SALES-MGR,Learning & Development,Closed,2025-03-12,2025-05-19,EMP-00396,Nor today oil such interview.
TKT-001331,EMP-00128,ENG-STAFF,Offboarding,Closed,2025-05-28,2025-06-09,EMP-00044,Himself serious well among war think room issue.
TKT-001332,EMP-00254,CS-IC1,Onboarding,In Progress,2025-01-19,,EMP-00397,
TKT-001333,EMP-00324,MKT-IC2,Learning & Development,In Progress,2025-09-25,,EMP-00045,
TKT-001334,EMP-00282,SALES-SR,Learning & Development,Closed,2025-07-08,2025-08-21,EMP-00397,Offer past between expect budget event keep.
TKT-001335,EMP-00313,DEL-ROLE-017,Onboarding,In Progress,2025-05-16,,EMP-00392,
TKT-001336,EMP-00057,,HR Technology,Closed,2025-11-23,2025-12-29,EMP-00398,Eye truth writer send under project.
TKT-001337,EMP-00044,,Payroll,Closed,2025-04-22,2025-04-28,EMP-00394,Benefit need meet collection out always.
TKT-001338,EMP-00256,,Employee Relations,In Progress,2025-03-30,,EMP-00391,
TKT-001339,EMP-00328,,HR Technology,Closed,2025-04-28,2025-07-04,EMP-00398,Mrs crime major state hard example way interview know call.
TKT-001340,EMP-00128,FIN-IC2,Offboarding,In Progress,2025-09-11,,EMP-00396,
TKT-001341,EMP-00080,,Employee Relations,In Progress,2025-05-08,,EMP-00399,
TKT-001342,EMP-00173,,Payroll,Closed,2025-12-28,2025-12-31,EMP-00399,Far body relationship suddenly know it enjoy ten year.
TKT-001343,EMP-00388,,HR Technology,Closed,2025-09-27,2025-11-07,EMP-00395,Why sound season develop avoid.
TKT-001344,EMP-00381,,HR Technology,Closed,2025-04-05,2025-04-26,EMP-00396,Medical everybody piece mention since religious.
TKT-001345,EMP-00070,,Payroll,Closed,2025-10-13,2025-10-31,EMP-00391,Throughout although beyond relate miss couple newspaper study.
TKT-001346,EMP-00278,,HR Technology,Closed,2025-06-28,2025-09-11,EMP-00393,Along play account carry heavy wall pull enter charge sport safe.
TKT-001347,EMP-00355,,HR Technology,Closed,2025-01-29,2025-03-06,EMP-00396,Capital play become might rich degree its.
TKT-001348,EMP-00342,ENG-SR,Learning & Development,In Progress,2025-07-01,,EMP-00391,
TKT-001349,EMP-00010,,Payroll,Closed,2025-12-11,2025-12-24,EMP-00392,Newspaper decade concern industry enjoy herself on point machine.
TKT-001350,EMP-00209,,Policy & Benefits,Closed,2025-01-24,2025-02-06,EMP-00395,There subject themselves property make picture.
TKT-001351,EMP-00177,,Policy & Benefits,Closed,2025-05-30,2025-06-13,EMP-00399,Ground loss benefit both thing sense expert wide foot production.
TKT-001352,EMP-00278,CS-IC1,Offboarding,Closed,2025-06-10,2025-06-16,EMP-00396,Computer what produce girl huge.
TKT-001353,EMP-00250,,Policy & Benefits,Closed,2025-10-28,2025-11-13,EMP-00396,Similar low source major include dog.
TKT-001354,EMP-00353,,Payroll,Closed,2025-01-18,2025-02-10,EMP-00398,Environmental Democrat surface important no follow push.
TKT-001355,EMP-00334,,Policy & Benefits,Closed,2025-04-30,2025-05-16,EMP-00397,Hot kind human treatment environmental rock fund stand.
TKT-001356,EMP-00078,,HR Technology,Closed,2025-10-14,2025-11-15,EMP-00391,Language determine then movie single book why.
TKT-001357,EMP-00340,,Employee Relations,Closed,2025-01-07,2025-01-26,EMP-00395,Form painting after reveal sort bed relate treatment short need pressure.
TKT-001358,EMP-00214,PM-IC2,Onboarding,Closed,2025-01-07,2025-02-17,EMP-00044,Decision movement world study how responsibility face claim hear including.
TKT-001359,EMP-00178,,HR Technology,Closed,2025-02-10,2025-03-21,EMP-00394,Safe vote already after wait bill huge machine church feeling.
TKT-001360,EMP-00097,DEL-ROLE-041,Onboarding,Closed,2025-10-18,2025-11-16,EMP-00398,Place read almost seek spend help husband.
TKT-001361,EMP-00087,PM-SR,Onboarding,Closed,2025-04-07,2025-04-15,EMP-00393,Technology baby mean region run after sea.
TKT-001362,EMP-00164,DATA-IC2,Onboarding,Closed,2025-11-30,2025-12-06,EMP-00391,Painting charge save society create paper fine food mention age.
TKT-001363,EMP-00158,,HR Technology,Closed,2025-07-05,2025-09-29,EMP-00396,Learn between wide office heavy involve develop.
TKT-001364,EMP-00332,PM-IC2,Learning & Development,Closed,2025-12-31,2025-12-31,EMP-00397,Night low traditional mouth each admit market hour.
TKT-001365,EMP-00151,,Payroll,Closed,2025-11-10,2025-11-29,EMP-00391,Several research laugh official agent side language live.
TKT-001366,EMP-00416,,HR Tech,Closed,2025-11-04,2025-12-24,EMP-00399,Poor forward special wish believe.
TKT-001367,EMP-00397,,Payroll,Closed,2025-06-30,2025-08-02,EMP-00397,Debate walk order base idea study.
TKT-001368,EMP-00295,,Payroll,Closed,2025-06-24,2025-07-17,EMP-00395,Rich note discussion should edge find full character focus north.
TKT-001369,EMP-00237,ENG-IC1,Onboarding,Closed,2025-10-26,2025-11-13,EMP-00394,The environmental decide none major matter where dog.
TKT-001370,EMP-00261,DEL-ROLE-041,Offboarding,Closed,2025-09-24,2025-10-18,EMP-00399,Remember method teach yeah bank bit recognize heart series.
TKT-001371,EMP-00281,DEL-ROLE-041,Compensation,Closed,2025-07-30,2025-08-23,EMP-00396,Mind building culture thank box those.
TKT-001372,EMP-00345,,Policy & Benefits,Closed,2025-10-27,2025-11-01,EMP-00045,Color sort maintain see natural human father itself family.
TKT-001373,EMP-00316,,Policy & Benefits,In Progress,2025-07-07,,EMP-00395,
TKT-001374,EMP-00233,,Payroll,Closed,2025-05-22,2025-05-14,EMP-00396,Mission past he practice center model daughter.
TKT-001375,EMP-00179,ENG-STAFF,Onboarding,Closed,2025-10-07,2025-10-17,EMP-00396,Weight he page line decision form section you until clearly resource.
TKT-001376,EMP-00086,,Employee Relations,Closed,2025-01-10,2025-02-12,EMP-00045,Act indicate change attack with find could really Mrs.
TKT-001377,EMP-00259,CS-IC1,Learning & Development,Closed,2025-11-23,2025-12-28,EMP-00398,Behind person organization at player third general add.
TKT-001378,EMP-00111,,HR Technology,Closed,2025-02-24,2025-03-20,EMP-00397,Ever star test once figure person.
TKT-001379,EMP-00053,SALES-SR,Offboarding,Closed,2025-01-09,2025-01-21,EMP-00045,Various night political dark or bill describe condition.
TKT-001380,EMP-00288,,HR Technology,Closed,2025-08-21,2025-10-24,EMP-00395,Bill someone onto she form sign option everyone southern the.
TKT-001381,EMP-00015,,Policy & Benefits,Closed,2025-10-05,2025-10-11,EMP-00392,Decide able discussion describe upon past century little a.
TKT-001382,EMP-00360,,Payroll,In Progress,2025-08-11,,EMP-00396,
TKT-001383,EMP-00243,PM-IC2,Compensation,Open,2025-02-06,,EMP-00395,
TKT-001384,EMP-00340,DATA-MGR,Onboarding,Closed,2025-12-31,2025-12-31,EMP-00045,Time appear memory keep professor.
TKT-001385,EMP-00196,,Payroll,Closed,2025-08-18,2025-09-11,EMP-00396,Few service drive hotel similar relationship great stuff.
TKT-001386,EMP-00332,,Employee Relations,Closed,2025-02-14,2025-03-06,EMP-00392,Most third success western watch street represent style.
TKT-001387,EMP-00344,,Policy & Benefits,Open,2025-08-22,,EMP-00397,
TKT-001388,EMP-00139,FIN-IC2,Onboarding,Closed,2025-11-07,2025-11-16,EMP-00044,Kid reason economy build tonight present concern term talk side.
TKT-001389,EMP-00338,,Employee Relations,Closed,2025-02-25,2025-03-17,EMP-00394,Rock degree nice young vote him condition section.
TKT-001390,EMP-00300,,Employee Relations,Closed,2025-03-09,2025-04-06,EMP-00394,Cultural guess crime only.
TKT-001391,EMP-00186,DEL-ROLE-017,Offboarding,Closed,2025-05-23,2025-06-04,EMP-00392,Behind hard effect TV parent almost ever long.
TKT-001392,EMP-00341,,Policy & Benefits,Closed,2025-10-02,2025-10-17,EMP-00391,Yet region ever arm occur.
TKT-001393,EMP-00142,CS-IC1,Offboarding,Closed,2025-12-21,2025-12-31,EMP-00395,Tell until young place make.
TKT-001394,EMP-00203,,HR Technology,Closed,2025-10-19,2025-10-16,EMP-00395,Seek positive nation billion hard party require relationship computer.
TKT-001395,EMP-00124,EXEC,Learning & Development,Closed,2025-04-06,2025-05-14,EMP-00398,Bar street budget kitchen report fire.
TKT-001396,EMP-00197,,HR Technology,Closed,2025-12-21,2025-12-31,EMP-00392,Everyone system pretty scene four public tonight today college worry.
TKT-001397,EMP-00062,,Payroll,Closed,2025-08-26,2025-08-23,EMP-00396,Might wait idea study prove assume stay may.
TKT-001398,EMP-00320,,HR Technology,In Progress,2025-12-27,,EMP-00399,
TKT-001399,EMP-00230,,HR Technology,Closed,2025-01-03,2025-03-13,EMP-00392,Base kitchen every cup measure common section.
TKT-001400,EMP-00002,,HR Technology,Closed,2025-07-27,2025-08-10,EMP-00391,Find night brother letter.
TKT-001401,EMP-00029,,HR Technology,Closed,2025-02-13,2025-02-26,EMP-00391,Not leg break bed role.
TKT-001402,EMP-00287,,Employee Relations,Closed,2025-11-09,2025-11-25,EMP-00396,Fish phone after college action point.
TKT-001403,EMP-00313,,HR Technology,Closed,2025-09-06,2025-11-04,EMP-00044,Ball right east study politics top course sense car.
TKT-001404,EMP-00290,ENG-SR,Learning & Development,Closed,2025-06-18,2025-07-19,EMP-00394,Here expert everything north including.
TKT-001405,EMP-00132,,Payroll,In Progress,2025-11-09,,EMP-00397,
TKT-001406,EMP-00033,DEL-ROLE-017,Offboarding,Closed,2025-07-14,2025-08-05,EMP-00392,Evening current without else keep begin.
TKT-001407,EMP-00324,,Payroll,Closed,2025-10-01,2025-10-09,EMP-00392,Official give politics last piece story already strong.
TKT-001408,EMP-00020,DATA-IC2,Onboarding,Closed,2025-01-24,2025-02-04,EMP-00391,Choose notice year its position radio eye garden.
TKT-001409,EMP-00152,MKT-IC2,Offboarding,Closed,2025-04-20,2025-05-09,EMP-00396,Necessary sea especially message decision design end two military.
TKT-001410,EMP-00300,,HR Technology,Closed,2025-10-16,2025-11-08,EMP-00393,Cost cause only head help open almost red picture thank account.
TKT-001411,EMP-00023,,Payroll,Closed,2025-11-27,2025-12-27,EMP-00395,Little from total cost group clear national sell keep.
TKT-001412,EMP-00211,,HR Technology,Open,2025-07-19,,EMP-00399,
TKT-001413,EMP-00048,,Policy & Benefits,Closed,2025-07-21,2025-08-15,EMP-00044,Lead office itself human street education health full question feel wife.
TKT-001414,EMP-00336,PM-SR,Offboarding,Closed,2025-07-14,2025-07-25,EMP-00393,Shake too medical inside similar west husband.
TKT-001415,EMP-00321,,Policy & Benefits,Closed,2025-03-31,2025-04-18,EMP-00395,Clearly coach feel others recently.
TKT-001416,EMP-00107,,Policy & Benefits,Closed,2025-03-09,2025-03-25,EMP-00394,Cup win sell candidate four whether wife finally she soon.
TKT-001417,EMP-00031,,Payroll,Closed,2025-01-06,2025-01-15,EMP-00399,How leave probably customer common film continue tax job.
TKT-001418,EMP-00168,,HR Technology,Closed,2025-03-21,2025-04-10,EMP-00399,Child new simply above city beyond near.
TKT-001419,EMP-00126,,HR Technology,Closed,2025-10-21,2025-10-11,EMP-00394,Recognize tree protect story relationship several benefit campaign.
TKT-001420,EMP-00081,,HR Technology,Closed,2025-09-15,2025-10-07,EMP-00392,Hundred force executive push their others.
TKT-001421,EMP-00264,CS-IC2,Onboarding,Closed,2025-06-21,2025-07-03,EMP-00395,Author major science only develop part should hard fund statement.
TKT-001422,EMP-00058,,Policy & Benefits,Closed,2025-01-26,2025-02-07,EMP-00396,Out huge back discover matter analysis few behavior himself conference character.
TKT-001423,EMP-00328,,HR Technology,Closed,2025-10-17,2025-11-03,EMP-00398,Hit start alone when instead clear radio.
TKT-001424,EMP-00397,,Policy & Benefits,Closed,2025-10-16,2025-10-20,EMP-00391,Let bar rather big television.
TKT-001425,EMP-00050,,Payroll,Closed,2025-05-05,2025-06-07,EMP-00396,Claim can medical rather.
TKT-001426,EMP-00033,,HR Technology,Closed,2025-08-07,2025-10-04,EMP-00392,Main whether I side.
TKT-001427,EMP-00039,,Payroll,Closed,2025-04-18,2025-05-04,EMP-00045,Interesting score break southern traditional maybe sit.
TKT-001428,EMP-00199,DEL-ROLE-017,Offboarding,Closed,2025-01-01,2025-01-10,EMP-00398,Such will born condition interest service that bag.
TKT-001429,EMP-00343,,HR Technology,Closed,2025-10-12,2025-11-19,EMP-00394,Front various opportunity culture.
TKT-001430,EMP-00175,,HR Technology,Closed,2025-06-09,2025-07-05,EMP-00045,Road lawyer any example business majority happen threat rather education front.
TKT-001431,EMP-00174,,Employee Relations,Closed,2025-02-25,2025-03-29,EMP-00044,Short age environment fall indicate land fear.
TKT-001432,EMP-00093,,Payroll,Closed,2025-02-06,2025-02-10,EMP-00044,Other ground already school eat.
TKT-001433,EMP-00048,,HR Technology,Closed,2025-05-28,2025-06-14,EMP-00399,Movement call certain management throughout.
TKT-001434,EMP-00312,,HR Technology,Closed,2025-12-17,2025-12-31,EMP-00397,Will ready each stay strong run model learn.
TKT-001435,EMP-00301,,Payroll,Closed,2025-12-26,2025-12-31,EMP-00396,Force although participant rich speech.
TKT-001436,EMP-00360,HR-IC2,Compensation,Closed,2025-08-30,2025-09-05,EMP-00393,High woman bad until see.
TKT-001437,EMP-00414,,HR Technology,Closed,2025-12-08,2025-12-31,EMP-00391,Husband contain section return sea bad treatment whole soldier.
TKT-001438,EMP-00414,,Payroll,Closed,2025-06-11,2025-06-26,EMP-00392,End field method take during sometimes hear list set join.
TKT-001439,EMP-00233,,Payroll,Closed,2025-01-06,2025-02-16,EMP-00395,Everybody provide painting travel question evening.
TKT-001440,EMP-00144,,HR Technology,Closed,2025-04-18,2025-06-10,EMP-00393,Debate site price ever leg so play best.
TKT-001441,EMP-00025,,HR Technology,In Progress,2025-03-06,,EMP-00392,
TKT-001442,EMP-00027,ENG-IC2,Offboarding,Closed,2025-01-16,2025-02-09,EMP-00394,Adult foot as explain Republican step onto.
TKT-001443,EMP-00198,ENG-MGR,Learning & Development,Closed,2025-01-17,2025-04-10,EMP-00045,Forget home upon actually future get know left sea decision.
TKT-001444,EMP-00043,DATA-SR,Offboarding,Closed,2025-02-23,2025-03-07,EMP-00399,Pull eight allow system whose place.
TKT-001445,EMP-00265,,Employee Relations,Closed,2025-08-05,2025-09-04,EMP-00044,World bar security morning fight seem later level choose once.
TKT-001446,EMP-00281,HR-MGR,Compensation,Closed,2025-06-16,2025-06-24,EMP-00397,Goal it yet age wind news make doctor TV capital parent.
TKT-001447,EMP-00254,,HR Technology,Open,2025-02-13,,EMP-00392,
TKT-001448,EMP-00039,ENG-IC2,Compensation,Closed,2025-07-26,2025-08-18,EMP-00399,Best design yeah number condition city.
TKT-001449,EMP-00332,,HR Technology,In Progress,2025-10-06,,EMP-00397,
TKT-001450,EMP-00186,,HR Technology,Closed,2025-06-28,2025-08-31,EMP-00391,Nearly goal design too everything side picture professional.
TKT-001451,EMP-00217,CS-MGR,L&D,Open,2025-05-03,,EMP-00392,
TKT-001452,EMP-00164,,Policy & Benefits,Open,2025-10-29,,EMP-00391,
TKT-001453,EMP-00193,FIN-MGR,Onboarding,Closed,2025-06-09,2025-06-15,EMP-00045,Maybe mouth different identify series experience under church.
TKT-001454,EMP-00191,,Payroll,In Progress,2025-02-15,,EMP-00398,
TKT-001455,EMP-00282,,Employee Relations,Closed,2025-04-16,2025-07-07,EMP-00397,Hundred about stop several prevent raise.
TKT-001456,EMP-00353,MKT-IC2,Learning & Development,Closed,2025-02-05,2025-04-01,EMP-00392,Himself president wind improve player.
TKT-001457,EMP-00040,,HR Tech,Closed,2025-11-08,2025-12-17,EMP-00394,Difference particular me ball number impact age particular coach personal range.
TKT-001458,EMP-00180,DATA-MGR,Onboarding,In Progress,2025-06-16,,EMP-00393,
TKT-001459,EMP-00380,,Employee Relations,Closed,2025-02-06,2025-02-20,EMP-00395,Age over smile hope memory cover tree leader.
TKT-001460,EMP-00224,,HR Technology,Closed,2025-06-11,2025-07-16,EMP-00399,Compare view TV follow fall thus debate.
TKT-001461,EMP-00039,SALES-IC2,Learning & Development,Closed,2025-02-25,2025-03-09,EMP-00396,Learn raise kitchen drop computer left political sound study.
TKT-001462,EMP-00060,,Policy & Benefits,Closed,2025-03-27,2025-04-09,EMP-00397,Each reveal attorney security radio image.
TKT-001463,EMP-00189,ENG-IC1,Learning & Development,Open,2025-12-15,,EMP-00399,
TKT-001464,EMP-00312,,HR Technology,Open,2025-05-25,,EMP-00396,
TKT-001465,EMP-00378,,Payroll,Closed,2025-01-15,2025-01-23,EMP-00395,Yet television audience indicate employee respond building since positive move.
TKT-001466,EMP-00284,,Payroll,Closed,2025-08-13,2025-09-11,EMP-00045,Just still art speech stock.
TKT-001467,EMP-00249,,Payroll,Closed,2025-09-13,2025-10-19,EMP-00398,Guy respond memory power investment.
TKT-001468,EMP-00388,,Payroll,In Progress,2025-07-09,,EMP-00399,
TKT-001469,EMP-00081,,Policy & Benefits,Closed,2025-05-31,2025-05-19,EMP-00398,Billion suggest serious often social reveal.
TKT-001470,EMP-00074,,Policy & Benefits,In Progress,2025-07-03,,EMP-00045,
TKT-001471,EMP-00185,HR-IC2,Learning & Development,Closed,2025-03-01,2025-04-09,EMP-00044,Include fund tree somebody decide best politics available.
TKT-001472,EMP-00224,ENG-STAFF,Offboarding,Closed,2025-07-22,2025-08-03,EMP-00395,Sell serious garden ready former late election every along.
TKT-001473,EMP-00299,,Policy & Benefits,Closed,2025-01-20,2025-01-21,EMP-00392,Challenge eye determine he guy fact.
TKT-001474,EMP-00175,ENG-SR,Compensation,Closed,2025-02-10,2025-02-16,EMP-00394,Nothing fight require pull child source.
TKT-001475,EMP-00168,HR-MGR,Learning & Development,Closed,2025-05-30,2025-06-24,EMP-00394,Chair factor his PM agreement deep.
TKT-001476,EMP-00254,,Policy & Benefits,Open,2025-09-25,,EMP-00399,
TKT-001477,EMP-00379,SALES-SR,Offboarding,Closed,2025-06-28,2025-07-17,EMP-00393,Chance activity hair meet thank might local.
TKT-001478,EMP-00235,,Payroll,Open,2025-02-02,,EMP-00399,
TKT-001479,EMP-00303,DATA-SR,Compensation,Closed,2025-03-29,2025-04-08,EMP-00393,Win popular onto may model her.
TKT-001480,EMP-00228,,Policy & Benefits,Closed,2025-05-26,2025-05-30,EMP-00398,Possible that lot low here protect ask different deal.
TKT-001481,EMP-00264,CS-IC2,Onboarding,Closed,2025-08-08,2025-08-07,EMP-00397,Everything sing smile practice ground least.
TKT-001482,EMP-00020,,Employee Relations,Open,2025-11-11,,EMP-00395,
TKT-001483,EMP-00188,ENG-SR,Offboarding,Closed,2025-02-02,2025-02-14,EMP-00397,Style suffer situation model.
TKT-001484,EMP-00010,,Policy & Benefits,Closed,2025-03-28,2025-04-08,EMP-00044,Scientist hair allow phone weight medical even.
TKT-001485,EMP-00294,,HR Technology,In Progress,2025-08-05,,EMP-00393,
TKT-001486,EMP-00379,,HR Technology,Closed,2025-03-24,2025-05-07,EMP-00399,Suggest Mrs bag something land mission each something consumer view.
TKT-001487,EMP-00364,,Employee Relations,Closed,2025-05-08,2025-06-24,EMP-00398,Direction response concern without entire everyone sea.
TKT-001488,EMP-00382,SALES-SR,Learning & Development,In Progress,2025-12-28,,EMP-00391,
TKT-001489,EMP-00248,,Employee Relations,Closed,2025-01-28,2025-03-23,EMP-00044,Town car few debate during.
TKT-001490,EMP-00281,ENG-IC1,Offboarding,Closed,2025-08-30,2025-09-02,EMP-00399,Local better think anything so authority long kind live between.
TKT-001491,EMP-00207,DATA-SR,Onboarding,Closed,2025-04-10,2025-04-17,EMP-00398,Democrat maintain notice ok technology born though since crime south.
TKT-001492,EMP-00024,,Payroll,Closed,2025-08-30,2025-09-23,EMP-00396,Sense yeah edge imagine establish piece forget low exist population enough.
TKT-001493,EMP-00318,DEL-ROLE-041,Offboarding,Closed,2025-03-11,2025-04-06,EMP-00398,Eat every night final key with watch maintain five window.
TKT-001494,EMP-00122,,Policy & Benefits,Closed,2025-07-22,2025-07-25,EMP-00392,Many condition set pull behind television garden reach state.
TKT-001495,EMP-00253,,Policy & Benefits,Closed,2025-04-17,2025-04-25,EMP-00044,Single several degree maybe floor most.
TKT-001496,EMP-00249,,HR Technology,Closed,2025-08-20,2025-09-23,EMP-00395,Range until decision public food.
TKT-001497,EMP-00261,HR-IC2,Onboarding,Closed,2025-12-18,2025-12-25,EMP-00045,Short skill system particular church what.
TKT-001498,EMP-00039,,HR Technology,Closed,2025-11-21,2025-12-31,EMP-00044,President small sister especially usually line task field certain.
TKT-001499,EMP-00195,,HR Technology,Closed,2025-02-11,2025-04-10,EMP-00391,Risk stop firm final none several accept vote.
TKT-001500,EMP-00131,,HR Technology,Closed,2025-09-23,2025-12-03,EMP-00398,Why government south window short.
TKT-001501,EMP-00063,,Payroll,Closed,2025-08-20,2025-08-19,EMP-00396,Stand dark product eight.
TKT-001502,EMP-00290,,Employee Relations,Open,2025-02-08,,EMP-00393,
TKT-001503,EMP-00380,,HR Technology,Closed,2025-03-01,2025-04-01,EMP-00395,Age into him newspaper school something pay key.
TKT-001504,EMP-00069,,Payroll,Closed,2025-11-22,2025-12-29,EMP-00395,Blood during for look return like wife.
TKT-001505,EMP-00139,,Payroll,Closed,2025-04-24,2025-05-13,EMP-00395,Sit hope where religious economic.
TKT-001506,EMP-00299,,Payroll,Closed,2025-09-15,2025-09-27,EMP-00392,Only arrive argue garden Mrs just exist line thing available.
TKT-001507,EMP-00268,FIN-MGR,Offboarding,Closed,2025-09-30,2025-09-22,EMP-00396,Station them operation off no just foreign national.
TKT-001508,EMP-00330,SALES-IC2,Compensation,Open,2025-11-01,,EMP-00397,
TKT-001509,EMP-00026,,Policy & Benefits,Closed,2025-03-27,2025-04-01,EMP-00394,News stage ready cell show that recognize.
TKT-001510,EMP-00281,,HR Technology,Closed,2025-02-24,2025-04-12,EMP-00394,Whatever guess significant section Democrat fly direction gun.
TKT-001511,EMP-00267,,HR Technology,Closed,2025-06-28,2025-08-02,EMP-00395,Question region effort section age budget.
TKT-001512,EMP-00404,,Payroll,In Progress,2025-01-11,,EMP-00394,
TKT-001513,EMP-00175,,Policy & Benefits,Closed,2025-11-14,2025-11-20,EMP-00393,Interview south something story art writer health not.
TKT-001514,EMP-00318,,Payroll,Closed,2025-05-22,2025-05-30,EMP-00394,Where their force much executive.
TKT-001515,EMP-00373,DEL-ROLE-041,Learning & Development,Closed,2025-01-14,2025-01-26,EMP-00397,Plant same north wind sister mother sometimes suffer.
TKT-001516,EMP-00232,,HR Technology,Closed,2025-07-25,2025-09-28,EMP-00393,Off life practice course authority.
TKT-001517,EMP-00278,,Payroll,Closed,2025-05-29,2025-06-10,EMP-00397,Stand letter threat yes charge form consider offer law.
TKT-001518,EMP-00129,,Policy & Benefits,Closed,2025-06-18,2025-06-25,EMP-00395,Threat husband family perhaps hope across follow character talk.
TKT-001519,EMP-00227,,HR Technology,Closed,2025-05-15,2025-07-01,EMP-00398,Purpose force leader program show off great they test check.
TKT-001520,EMP-00066,,Employee Relations,Closed,2025-08-03,2025-10-14,EMP-00399,Deal consider ago own suddenly single.
TKT-001521,EMP-00360,,HR Technology,Closed,2025-06-11,2025-06-03,EMP-00392,Give attorney that up probably cut clear yard do turn.
TKT-001522,EMP-00023,,HR Technology,Closed,2025-07-01,2025-08-07,EMP-00399,Agree there want but way agent test take.
TKT-001523,EMP-00180,MKT-IC2,Onboarding,Closed,2025-10-30,2025-11-10,EMP-00397,Herself land human day herself sport.
TKT-001524,EMP-00211,,Policy & Benefits,In Progress,2025-07-20,,EMP-00391,
TKT-001525,EMP-00014,,HR Technology,Closed,2025-02-26,2025-04-18,EMP-00397,Wide medical official might clear.
TKT-001526,EMP-00355,CS-IC2,Offboarding,Closed,2025-01-22,2025-02-07,EMP-00399,Build major painting see first course.
TKT-001527,EMP-00226,,HR Technology,Closed,2025-07-21,2025-09-05,EMP-00391,Son growth effort born lead.
TKT-001528,EMP-00214,,Policy & Benefits,Closed,2025-05-30,2025-06-11,EMP-00398,Herself information which beyond.
TKT-001529,EMP-00255,,Payroll,Closed,2025-09-01,2025-09-26,EMP-00396,Watch student its summer feel yourself be poor.
TKT-001530,EMP-00243,,Employee Relations,Closed,2025-05-09,2025-06-07,EMP-00045,Then administration who role today animal suggest concern.
TKT-001531,EMP-00122,,HR Technology,Closed,2025-12-11,2025-12-31,EMP-00398,Campaign choose reason several.
TKT-001532,EMP-00386,CS-IC1,Learning & Development,Closed,2025-07-30,2025-08-09,EMP-00399,Other decide science fall pay.
TKT-001533,EMP-00039,,Payroll,Closed,2025-04-23,2025-05-21,EMP-00393,Information company million character speak protect.
TKT-001534,EMP-00070,,HR Technology,In Progress,2025-02-06,,EMP-00397,
TKT-001535,EMP-00020,,HR Technology,Closed,2025-11-09,2025-11-15,EMP-00399,These body class marriage fill personal training enter.
TKT-001536,EMP-00167,,HR Technology,Closed,2025-01-13,2025-01-31,EMP-00399,Agreement ago agreement like same certain imagine much.
TKT-001537,EMP-00141,ENG-IC1,Offboarding,Open,2025-03-31,,EMP-00396,
TKT-001538,EMP-00106,,Payroll,Closed,2025-11-05,2025-11-16,EMP-00397,Reveal college beyond give development information at why less indeed.
TKT-001539,EMP-00186,,HR Technology,Closed,2025-06-20,2025-07-12,EMP-00395,Key tax speak a live tonight either follow music whatever.
TKT-001540,EMP-00370,,HR Technology,Closed,2025-10-28,2025-12-20,EMP-00044,Local see system cultural despite.
TKT-001541,EMP-00387,,Policy & Benefits,Closed,2025-05-17,2025-05-22,EMP-00044,South central process sea response executive.
TKT-001542,EMP-00307,,Payroll,Open,2025-04-25,,EMP-00393,
TKT-001543,EMP-00052,MKT-IC2,Learning & Development,Closed,2025-09-07,2025-09-18,EMP-00394,Black difficult continue process forget wind property mind officer third service.
